"score","message","prob"
"neutral","all i want for christmas is youuuuuuuuuuuuuuuuuuuuuuu and $20000",0.7956684092606422
"neutral","i wish we were readying about play doh not plato #humnprobs",0.9161881829968512
"negative","when you had to hold it in for so long that peeing feels like an orgasm",0.955708554700206
"neutral","my first kiss was with a guy even though im straight",0.49128469980632666
"neutral","when you wake up at 7 a.m. and the whole building is only yours",0.9993171551633574
"neutral","where is my house of cards its february 27 currently.",0.9862158341187558
"neutral","whenever i do something embarrassing on public i quickly monitor yik yak to see if anyone noticed",0.9995257032361633
"neutral","my purse beer broke and soaked all my tampons. what the fuck do i do.",0.9904823883510941
"neutral","repinski youre making this day so much better",0.9133461353816611
"neutral","making trips to rochester in the middle of the week to go shopping just so i get some retail therapy in before i lose my mind",0.9943379790940767
"neutral","once again. assholes on daga 3 north. shut the fuck up.",0.9989334645992287
"negative","plan for the evening: 1. dont do work 2. have a panic attack about work not being done 3. ???",0.6105815061963775
"negative","that genesee sun article was nothing more than a liberal circle jerk.",0.4925465838509317
"negative","can we actually start a white pride group on campus? every other group of people gets one but us. its racist",0.6215840666975452
"neutral","my prime directive: if i cant wear sweatpants to it im not going",0.8627506554240771
"neutral","theres a reason i go to geneco",0.9811442385173247
"neutral","descartes: what does it mean to be? geneseo students: what do i need for a b?",0.991037229967826
"neutral","man im a total hypocrite i hear people who are being loud and im like hey fuck you but then im like oh shit im a loud person too",0.9255283067102354
"neutral","hot dogs on court street ommmggggg so good",0.5571010248901903
"neutral","i wonder if people are this weird always or if they just dont know im yakking silently from the toilet 6 feet behind them and think theyre alone...",0.9998172211998413
"positive","i like this girl a lot but im soooooo tired of her shit.",0.8717337780954649
"neutral","im glad to be apart of the greatest snowball fight in geneseo ! zbxi definitely won !t",0.9915309446254071
"neutral","that moment when youre in bed on your phone and it falls right on your face.. its always unexpectedly painful.",0.9996514932175219
"neutral","everything in the universe is a banana or is not a banana. think about it",0.9904823883510941
"neutral","midterms you have the right to remain silent",0.9832041343669251
"neutral","when nobody shows up to the 8:30 until .. well... 8:30.",0.9873499837820305
"neutral","sad. and im not sure its about studying anymore",0.9749624803250484
"negative","all i want is some god damned fried rice why did mj change from stir fry to shit fish tacos. fuck this school",0.5820988535891877
"negative","if you ever feel bad about school just know that some kid from my hometown got the kmart logo tattooed on his foot.",0.41019893527598766
"negative","my mother thinks i have crohns disease and that scares the crap out of me",0.5443390964863357
"neutral","i always try to convince myself that its okay to eat the fried greenbeans from chow hound....i mean they are greenbeans how bad can they be...",0.9213075060532688
"neutral","is it too cold to wear a vest? help a sister out",0.916867469879518
"positive","*crosses fingers and hopes onondaga will be spared a fire drill for once*",0.48816936488169366
"neutral","fredonia going down like they got cramps",0.9811442385173247
"neutral","anyone here tune their own car? i feel like im the only one.",0.9982529575817526
"neutral","anyone know the password to gennynakedsnaps",0.9785084496693608
"negative","ironic that all the people criticizing the protest are writing on an anonymous platform. if you really disagree with us show us your name & face.",0.9819591043589629
"neutral","what do you call an uncircumcised rodent? a hood rat.",0.9153969526864475
"neutral","i liked a guy here i thought he wanted more than hooking up. i know i did. my fault for letting my guard down",0.9938877860202696
"negative","cop: do you know how fast you were going? me: my snapchat says 65",0.5282909930715937
"negative","is it weird that ive jacked off with my roomate in the room?",0.5263590417882237
"neutral","yik yak is a plague",0.9750160153747597
"neutral","i dont give a shit if the people in missouri destroy their town who the hell do they think they are punishing?",0.9933598183881952
"neutral","i guess im just a lone wolf like dmx",0.5418298326806692
"neutral","house of cards omg",0.9701682814890363
"neutral","is there trivia tonight at the vital?",0.5831417624521072
"neutral","i once went to lauderdale and i told them i have bronchitis so they just gave me the medicine because they know the customer is always right.",0.9945390898483081
"negative","hey i wanna have a thing where you all bring a blanket and maybe some food and come to the lounge of a dorm building so we could all watch a movie and make some friends. would anyone be down?",0.7537673297166968
"neutral","bitches need to calm the fuck down. screaming and throwing shit around is not going to solve your problems. its only gonna make your neighbors yak about you.",0.9216050379460681
"positive","wanting to find someone to cuddle with tonight but not wanting to leave the room",0.5215366705471478
"neutral","shoutout to all my real africans",0.6117363344051446
"neutral","out of every five of your nights when you drink how many are you disappointed by the end of the night?",0.7332698645908654
"negative","ever just stop and think so this is what my life has become? happened today when i used my jeans to clean up spilled coffee and wore those same jeans to class today.",0.7173988239363542
"negative","my mom used to wake up early just to cut the crust off my sandwiches for lunch. she knew the crust was my favorite part. she hated me so much. thank god im here",0.7232384823848238
"negative","a guy i considered my friend showed me his true colors when he said something that hurt my feelings & when i told him he brushed it off and didnt apologize. thank god i never told you i liked you.",0.7537673297166968
"neutral"," hallelujah its my last day of 8 am classes.... now i just have 8 am tests.... idk which is worse",0.9203386265643075
"negative","did you guys hear about the geneseo student who died from the snow? you mean cocaine? no literally burrowing in the snow",0.631981981981982
"positive","hey just in case your day isnt going well here are some shards of glass falling from the sky",0.576725025746653
"neutral","even the wifi doesnt want me to start doing homework.",0.5114247311827956
"neutral","can someone confirm that someone in the meadows was robbed so my housemates with believe me and start locking the door",0.9930600866006287
"neutral","hearing people slurp and slush their food in the quiet section is enough to put me in a mental institution",0.9977190695081263
"neutral","hey mom and dad! im so glad to be home for christmas! also im really sorry i wasted such a shit load of your money!",0.9999912526327146
"neutral","im sorry i cant hear you over the sound of fort kickass",0.9883116883116883
"neutral","people in daga 3n lounge shut the fuck up",0.9848582891160864
"negative","you gotta stop talking to people who tell you that you should be wearing a bra...lifes too short for that kind of negativity",0.6418237615081105
"neutral","if youre a female on tinder and a male matched with you and they didnt message you how long do you wait to message them if at all?",0.9998172211998413
"negative","i know you can be overwhelmed and i know you can be underwhelmed but can you ever just be whelmed?",0.9094040362973567
"neutral","sister is doctor brother is engineer. please sign up below to be my fake successful boyfriend over break. i need an edge.",0.9933598183881952
"neutral","i like the way you work it. no diggity",0.9848582891160864
"neutral","ladies get it under control. not everyone can poop in the isc bathroom",0.9891374988394763
"neutral","if you get a bid prepare for the hardest semester yet",0.49128469980632666
"negative","sooo.. anyone else in a stats class not understand anything about anything?",0.4925465838509317
"neutral","ill always think of you",0.643279797125951
"neutral","ive got 99 problems and theyre all due this week",0.5292072322670375
"neutral","walk to the right side u dumb fuck this isnt europe",0.5093708165997323
"negative","you look really hot and willing to put out so roll in the cream cheese roll in the cream cheese",0.6105815061963775
"negative","really just wanna take a shower and go to bed but the couch is too comfortable right now",0.9642262895174709
"neutral","i want a person that comes over when im horny but too tired to take care of it myself",0.9996157849972251
"negative","i have $5 left to my name and no food.  i guess ill just go on a cleanse",0.967601221398263
"negative","dk is conveniently located next to the health center so the women they beat up have a short walk to get there",0.9753067762799976
"neutral","my boy is spelling the shit out these words",0.5506512301013023
"neutral","if i hate someone i hate their car too. and every time i see one like it i get really pissed.",0.998749249281455
"positive","just heard some girl say that its freezing. she clearly doesnt go here because the last time i checked 30 degrees = summer.",0.6204986149584488
"neutral","if you think about it making out is kinda gross",0.5114247311827956
"neutral","is it weird to finger ur butt",0.9805911250704679
"negative","i dont always go to bed early but when i do i stay up looking at my phone til midnight anyway",0.9999974011710934
"neutral","my specialty is catching feels for people who will never like me back and then silently dying inside",0.9919731064763996
"neutral","i really need a guy right now!",0.9896346125673048
"negative","i start 90% of my important emails with sorry i know this is late",0.5282909930715937
"neutral","which is the worst fraternity and sorority?",0.5831417624521072
"negative","rush is dragged out more than it should be. rather just know now instead of saturday.",0.5593311758360303
"neutral","why the fuck is letch closed?",0.9785084496693608
"neutral","my girlfriend keeps teasing me about sex and i feel like the squirrel from ice age. im so close but so far away..",0.9868792432679839
"neutral","pretty sure theyre doin $10 handjobs at the health center",0.5114247311827956
"neutral","people in relationships are boring",0.643279797125951
"neutral","to the people who all commented on my yak saying putting up cameras in dorms was illegal: there are now cameras in the dorms so fuck you",0.9592736889545724
"neutral","there should be a geneseo snapchat everyone knows the password to and everyone sends anonymous nudes without the face",0.9996157849972251
"neutral","sees fat girl with a crop top damn i want her confidence",0.9883116883116883
"neutral","there should be a cyber monday deal for 20% off tuition",0.9989334645992287
"neutral","every building on campus should have a room filled with puppies for us to play with.",0.991037229967826
"neutral","how do you repost yaks and live with yourself?",0.9189812273575585
"neutral","need a pretty b*tch to bring me a blunt wrap",0.5292072322670375
"negative","my motivation to get out of bed is at a new low.",0.9172607525612577
"neutral","im so curious as to how most of you are paying for school. please tell me how below.",0.9919731064763996
"neutral","you ever read a history book and think wow humans used to be really fucked up. thatll be us in 300 years",0.9230566395949794
"neutral","uptight/politically correct people who can turn any comment into some sort of racial/gender issue are the worst",0.9915309446254071
"neutral","sooo waitin on that season for netflix...get your shit together netflix.",0.9873499837820305
"neutral","help ive gone down court street and i cant get up",0.9516306522609044
"neutral","i always upvote my yaks because i know in two seconds its gonna be back to 0.",0.9915309446254071
"neutral","you are what you are in this world. thats either one or two things: either youre somebody or youre nobody.",0.9996514932175219
"neutral","i couldnt do it. i was sitting right there on the isc top floor and i couldnt jump. i wanted to but i couldnt. now im sitting here and i cant even cut myself. im afraid of pain",0.9966226426370024
"neutral","ill give women equal rights when they can get drafted to war and play in the nfl",0.9915309446254071
"positive","tell me your wifi password so i know its real",0.8918136351671493
"neutral","im so shy that it stops me from making any friends. whenever i go a little out of my comfort zone i feel like i cant breathe and need to run away..",0.9996676596761024
"neutral","im tired and menstruating look out world.",0.9811442385173247
"neutral","guys i got a kik.",0.9378140108067116
"neutral","i am literally emotionless i never have feelings for people anymore and have no problems cutting them out of my life without feeling upset.",0.8623772349534122
"neutral","i think its time that my roommate and i got a divorce...",0.9974592163900708
"neutral","the lower my meal plan gets the more i feel the cashiers judge me.",0.9898543184183143
"negative","my roommate just said third world probs instead of first world probs...stopped and said damn if thats a third world problem whats a first world problem? i hate walking on gold plated floors?",0.7173988239363542
"negative","sounds like some chick is getting rammed by an elephant in the room below me. #earthquake #screamer",0.5733681462140993
"neutral","*hits blunt* bruh if we bring this weed to the quiet section will we be shushed or arrested?",0.9657360406091371
"neutral","...and what do you want for your starch? do you have apples?",0.7304820819112628
"neutral","people are so grumpy today",0.657167530224525
"neutral","police are on a foot pursuit of a guy who was throwing chairs and banging on doors in gany",0.919822723609992
"neutral","sos need someone to sleep with",0.9861162532395409
"neutral","every time i eat anything now i feel super guilty and sick to my stomach. my weight is always on my mind. is this how eating disorders start?",0.9787695126678178
"negative","asked my room mate to write me a note to get me out of classes today",0.5593311758360303
"neutral","when you wake up to a stranger in your bed...lol",0.9987309919954881
"positive","the real mvps are the little jewish kids who never told us that santa wasnt real",0.5366403607666291
"neutral","at the point where ive just been drinking smart water and hoping it helps",0.9993171551633574
"neutral","someone informed me my previous thank you could be taken as ungrateful. i am truly sorry. again thank you all so much for your support.",0.921142293553304
"neutral","why do bad things happen to good people aka why is this horrific hangover happening to me",0.9915309446254071
"negative","cashier: do you want this on meal plan? me: do you take printer balance?",0.5282909930715937
"negative","im sorry. i think ill tell you that at some point. but im not ready yet",0.5593311758360303
"negative","i can see where people are comin from with the blue bc the shadow can make the white look light grey or blue but i dont understand how anyone thinks the gold part is black",0.7288416860272153
"neutral","when he broke up with me by saying i could never date a cutter",0.9898543184183143
"neutral","someone needs to start a geneseo fight club.",0.5739064856711915
"neutral","my brain during finals*  well looks like its time for me to be hitting the old dusty trail",0.9223443857674659
"negative","i often wonder if i would have been better off going to some shit school like cortland and getting a 4.0",0.6215840666975452
"negative","my wifi went down as i was trying to watch house of cards. not cool.",0.37067983289023926
"negative","i dont really have distinct meal times anymore i just sort of sit at my desk and consume all day.",0.6105815061963775
"neutral","do we need to know periods eons and eras????",0.998464909403414
"neutral","does anyone else hide under their bed during fire drills??",0.9153969526864475
"negative","if anyone is on campus 2 studs are chillin in the union",0.8280131264916468
"neutral","i first saw it as white/gold but now i see blue/black. as a convert it is blue/black but i feel bad because the blue/black people are assholes to the white/gold people.",0.9292883037588247
"neutral","it has gotten to the point where im putting off work in hopes of classes getting cancelled tomorrow...",0.9919731064763996
"negative","does any one else ever feel like they are literally too busy to feel sad?",0.5443390964863357
"neutral","anyone want to buy me a 30?",0.9996998067987346
"neutral","nothing worse than walking home alone",0.863464447806354
"neutral","that moment you realize you need to get out of bed to get something/do something you forgot to do. im so comfortable.",0.9552452364568256
"neutral","everyone follow the trail and check out the dik on daga field!!!",0.9883116883116883
"neutral","was it me or was everybody at the statesman last night on a new level of horny",0.9191989828353464
"neutral","i want a chipotle to replace books and bytes!",0.9848582891160864
"neutral","how to get the top yak everyday post how many days until spring break",0.9514034521697049
"neutral","can i just get really good at procrastinating and then get paid to do that?",0.9904823883510941
"negative","i have auto updates off on my phone so im keeping the old snapchat",0.5282909930715937
"neutral","ignore me all you want but at the end of the day ive still seen your dick",0.8178698035480148
"negative","how do people stay friends with someone that they like as more than a friend",0.5443390964863357
"neutral","feels like a new semester until you wake up hungover",0.9862158341187558
"negative","cracked out on vivance and kicked one exams ass and now tryna take another online but that shit aint available yet.",0.6215840666975452
"neutral","hierarchy of emails: 1) class is canceled  2) the due date has been pushed back  3) you have a package",0.9690740403856649
"neutral","they need to develop an app that lets you un-send facebook and txt msgs",0.9898543184183143
"neutral","*opens developmental biology textbook for the first time this semester* oh shit.....",0.9891406177193336
"negative","just realized that i no longer have tan lines...",0.8818852103513085
"neutral","why the fuck is my lab meeting this week??? this semester is already off to a bad start",0.9919731064763996
"neutral","coming to grips with the fact that i physically cannot write papers until 1am the day they are due.",0.9808493912026034
"negative","hello is this the idle? id like to place an order for delivery. one dirty water to milne library please.",0.6105815061963775
"neutral","people say all the holes of a woman are too gross to fuck but they are forgetting the eye socket",0.9927320163995527
"positive","i think im over the guy ive had a crush on for a while and it feels good.",0.931602170481907
"negative","do you ever just look at someone and somehow know that theyre in apo?",0.47326948721057094
"neutral","honestly what does it take for a girl to get a boyfriend around here??",0.9433269761026134
"neutral","the light inside is broken but i still work-how i feel every morning",0.9507172704949812
"neutral","i tried having sex with this guy but he wouldnt get hard. i have a feeling it has to do with his ex though but idk what to do bc i really like him",0.972641387875005
"neutral","if i was ur girlfriend id never let you go.... towards deaths sweet embrace",0.8626967191251
"neutral","was close to ending it tonight. im scared to live tomorrow.",0.9873499837820305
"positive","when you go to another party just to try and see a girl you like and she doesnt give you the time of day",0.9386901249798852
"positive","i dont know about you but im feeling 22 everything will be alright if you have mental stability and a large bank account",0.685307304609809
"negative","i have never been intimate with a person i cared about and its the worst feeling in the world because i know would be great at this relationship thing",0.9991198819992101
"neutral","where are you christmas why cant i find you",0.9848582891160864
"neutral","its only 1:30 and im done with the world",0.5332866152768045
"neutral","i was so drunk last night that i actually used internet explorer",0.9997054814988832
"neutral","i need a guy that will just wants to have a physical relationship but also has the balls to say that to my face and not pretend we are something more",0.999999992078842
"negative","i admire the comedians for ceasing to mock bieber when he said he was too faint to go on",0.6141970129216311
"neutral","sometimes pooping is just the greatest thing in the world",0.9916679829410835
"neutral","geneseo is the best but its yak game is so weak right now ):",0.9953205836191361
"neutral","i just want sex",0.8709585121602288
"negative","met her last saturday. shes cool smart easy to talk to and weird in a similar way to myself.  only problem is ...shes fucking some other dude. damn.",0.8199045170767536
"neutral","hey kid who stole my id: jokes on you cause i have no meal plan",0.934397474127346
"neutral","i just wanna hook up with someone",0.999761296902666
"neutral","alright who here wants to be my wonderboy?",0.9981055085980765
"negative","sometimes i wish i was an octopus so i could slap multiple people at a time",0.7634652606640706
"neutral","when a freshman says they want to go to med school.",0.5711879907912579
"neutral","so sick im currently choking on my own mucus sos",0.5114247311827956
"neutral","i feel like a model with all this wind blowing in my hair",0.9987874669384873
"negative","i think the greatest super power would be to be able to act like you give a shit when you really dont...",0.9989525654243181
"negative","i just googled wine pairing for mac and cheese so thats how today is going",0.5443390964863357
"negative","currently spooning the crap out of my girlfriend... her name is nutella.",0.8818648417450814
"neutral","am i the only person who goes on tinder just to look at people because its fun?",0.9997677725440607
"negative","to the drunk girl who said hi to me on the staircase you were very pretty and i was very awkward so.. sorry bout that.",0.9805721351627708
"negative","i work my ass off in school and could tutor people in my classes yet my gpa doesnt show it. aint that a bitch",0.6511528608027327
"neutral","i used to be healthy what happened",0.993499605624609
"positive","i just wish youd run after me for once. im so sick of always doing it for you and now its youre turn again and you still havent.",0.6809017242599881
"positive","people dont realize that even after youve recovered from an eating disorder and youre eating fine its still forever a part of you and you feel shitty and unconfident every second of every day",0.704529115744069
"neutral","this aint lust its love. should i give up or should i just keep chasing pavements?",0.991037229967826
"neutral","i only vote on my own yaks after someone else has voted on it. wether it be for reception or to make it look like more people like it",0.9973250418494918
"neutral","drink.... is not allowed on yik yak because yik yak thinks only black people drink it. racist yik yak racist",0.9044763761651665
"neutral","which frat do i join if i am the arsonist?",0.9200923279841724
"negative","i got a d in a class and an retaking it. if i get a better grade is there any way to scrub the old grade from my transcript?",0.9528520475905339
"neutral","already gone through a box of thin mints.. fuck those are delicious",0.9883116883116883
"neutral","had a girl in my bed literally asking to hook up. i opted to fall asleep and later piss myself. nice job me",0.8713075337760476
"positive","what came first the egg or the chicken. i dont care they both taste delicious",0.5215366705471478
"neutral","ive been jerking off for hours are there any ladies still up?",0.9883116883116883
"negative","i want my future girlfriend to know when its me and you its me and you no one else just us i will give everything to you and make you the happiest person on this earth.",0.44341846758349707
"neutral","being a girl is cool but sometimes i wonder what itd be like to have a penis",0.953020815704857
"neutral","this is where id put my side chick. if i had one 👫👭",0.8627506554240771
"neutral","i sleep with nuts in my bed. a big container of all the different kinds because those are the ones i like most. that way when i get dizzy at 2am i can take a handful of yummy nuts.",0.92575133662192
"negative","i am gay and really wish i could come out...",0.7208164239675341
"neutral","if i could fall into the sky do you think time would pass me by...",0.9993997937752972
"neutral","i enslaved my roommate and it is a mutually beneficial relationship. i made him lose weight and i provide him tons of breeding oppurtunities with my other slaves",0.9947264040385828
"negative","wesp better be dropping the lowest damn grade otherwise my gpa is yelling timber",0.5282909930715937
"neutral","if my train of thought gets interrupted one more time by the fucking church bells in this town im going to blow my brains out",0.999910102398292
"neutral","if you walk in on me during sex either get your notepad out or give me a high five and leave",0.9999942887305433
"negative","wait so you claim to be broke but you smoking weed everyday? priorities",0.5110712148414124
"neutral","my neighbor seriously has the scariest laugh. im pretty sure hes actually a maniacal clown on the weekends.",0.9919731064763996
"neutral","snapchat isnt fun now that i cant stalk peoples bestfriends list",0.49128469980632666
"neutral","you have a package",0.9899769556706395
"neutral","got laid a lot less over break than i thought i would... arent guys supposed to be the ones who always want it? my guy didnt...",0.780106552357624
"neutral","appreciation post to geneseos acapella groups  you guys are incredible.",0.5093708165997323
"positive","if you could beat the shit out of one professor here who would it be?",0.9745250940933123
"neutral","for all the fans of psychedelics out there",0.5571010248901903
"neutral","that awkward moment when your roommate tells you shes attracted to you.",0.9999300253463744
"neutral","coffee is the best meal of the day ! ☕️💗😊",0.9130275661466588
"neutral","im a senior.  i literally cannot take classes here next semester.  why the fuck do i have an advisement hold?",0.999848233256222
"neutral","did you really go on break if you didnt bring back more than you brought home?",0.4195148842337375
"neutral","boucher is the worst teacher i have had on this campus so far",0.8072087606277468
"neutral","when i see 12 year olds on tv shows complain about not being kissed yet i have the urge to slap them.",0.9230566395949794
"neutral","if you dont complain about someone stealing your seat in class are you even a college student?",0.9085069762332003
"neutral","tired and hungry are battling it out right now.",0.5332866152768045
"neutral","literally this is the worst physical pain ive ever felt. can someone please remove my uterus or i dont know shoot me so this stops?",0.9948786202211858
"negative","i hate how fucking liberal this school is. i dont mind that youre a liberal; if thats what you believe then great! but if i say one conservative thing you would swear im the devil.",0.7288416860272153
"neutral","this many people feel like a zombie and dont want to go to their next class ----->",0.8676553612801394
"neutral","when you abbreviate a word in your notes but cant remember what it meant when you read it again...",0.9923713894503489
"neutral","cant wait to be back at school...the yaks are way better there!",0.9739323723561902
"neutral","lol at claire underwood peeing in front of a dude like its no big thing. what a bad ass bitch.",0.9999237433788722
"neutral","nothing will fuck you up as much as the realization that theres no real reason the alphabet needs to be in order",0.7247126045847221
"neutral","the secret to how to respond to someone complaining about you being a dick is to increase your dickishness even more every time they complain until they give up.",0.9949012942868349
"negative","if you cant handle me at my 100-second drunk snapchat story then you dont deserve me at my best",0.9999162979902194
"neutral","to the girl who left her dildo in the dryer in daga. your dildo is in the dryer.",0.9995742946754087
"negative","turning a candy cane into a prison shank in order to smite your enemies #justchristmasthings",0.5443390964863357
"neutral","college has me so poor that when i get 25 cents back using the walmart savings catcher its like christmas morning.",0.9203386265643075
"neutral","really want to wear a skirt today but really dont feel like shaving my legs for the first time in 3 weeks.",0.9999819188164822
"neutral","looking at my boyfriends ex gfs tweets about him make me want to throw up.",0.9218655360387643
"neutral","my computer is in my boyfriends room and he left for the weekend. *shrug* i wasnt gonna write that paper today anyway.",0.9933598183881952
"neutral","last week of class in high school feels like a month. last week of class in college feels like a day.",0.9963445877162264
"negative","i am really smart so i got in...but i have several mental disorders possibly including even psychopathy so i am not sure i will be able to stay.",0.9841858388481606
"neutral","today i moved into a new house got a job and got laid. i should probably start studying and stop playing sims",0.9997094510362914
"positive","when youre already in bed but realize you will not fall asleep until you get up and pee...",0.5641569459172854
"negative","they say morning sex is the best sex but i really dont appreciate getting boned by a piece of paper this early.",0.9215012873908045
"neutral","i guess its about time to find a fuck buddy again.. smh",0.974188746650789
"positive","girl in my class is coloring with crayons when did i transfer to cortland?",0.5221850959670525
"neutral","thought i was buying pot until he pulled out a bunch of cocaine!! wtf geneseo?!?",0.9558761956906824
"neutral","only 16 more days until christmas break!",0.5831417624521072
"neutral","actually ready to go home",0.8611998366111547
"neutral","why was the carpet stripped off my quad in genessee",0.9862158341187558
"neutral","time again to get my avoguaco on",0.5857601026298909
"neutral","theres not enough white privilege at this school",0.9412492269635127
"negative","my gpa is finally higher than the gas prices. what a great time to be alive!",0.5593311758360303
"negative","obama at the state of the union address- if you look in the mirror at midnight and say obama 3 times ill make your tuition payments disappear!",0.9999999990073732
"neutral","looking forward to chasing some hometown tail wednesday evening.",0.8332350711698813
"negative","the classic getting a meal that you have been meaning to for two hours because the fire alarm kicks you out",0.6373645352100514
"neutral","that moment when you open a virgin box of cereal >>>",0.9928605080998805
"negative","i did not get an email about burrowing in the snow so im gonna assume its not only safe but highly encouraged.",0.976888328467672
"neutral","you know its bad when you consider 6 hours to be a heavenly amount of sleep.",0.9992959573412499
"neutral","this generation and the ones that have yet to come are going to be such pussies. everyone gets offended so damn easily these days",0.9784805377899061
"neutral","is it only guys that play with themselves when they get bored? if i had boobs and was bored i would totally just grab them and be like ...boobs😏",0.9997527446124953
"neutral","good luck to mens and womens basketball this weekend!!!",0.9848582891160864
"negative","honestly having a 12 inch dick isnt great. nobody believes you and its too big to use.",0.5733681462140993
"negative","i still have two papers two presentations and two tests before i can worry about finals.",0.5593311758360303
"neutral","is there a quiz in mitschows?",0.9785084496693608
"neutral","im always sick when i need to present",0.9254231399215764
"neutral","yo females lets have sex and sit on my face",0.9862158341187558
"neutral","best place to get a piercing?",0.9957253433514534
"neutral","fucking fantastic a tumblr girl is sitting next to me on the bus....and not one dem sexy ones",0.8709941137998691
"negative","i know this was posted earlier but in an attempt to increase awareness ill repeat it. everyone should email the genesee sun about their horrible slanderous article about phigs. its disgusting.",0.7049476345250992
"neutral","how do you leave a bathroom sink that is running full stream?",0.9525730180806675
"positive","having to pee and not wanting to get up is the biggest struggle",0.48816936488169366
"neutral","anybody else like to go on tinder to masterbate?",0.8630564218882903
"neutral","why the fuck is the club not going up",0.9998462785616403
"neutral","when youre in the shower curtain stall and someone uses the hand dryer",0.9936146533446905
"negative","just tried setting my alarm by typing 8.00 into my calculator on my phone",0.5282909930715937
"neutral","i wonder if my roommate can hear my vibrator.",0.9848582891160864
"neutral","just woke up from a 4 hour nap after crying myself to sleep because of how much i hate it here; nobody will talk to me. i feel like i dont belong & i shouldnt have transferred from my other college",0.9582276719509619
"negative","if i get that off campus meal plan for 300 do they still charge me tax when i pay? cause theres no overhead fee",0.6511528608027327
"neutral","gonna miss not having the 5 straight nights of the ib being open this semester to celebrate the end of classes.",0.9692704705601485
"neutral","anyone who lives at courtside or has frontier internet: is there a way to stay permanently signed in to the wifi on your phone/ mac computer???",0.9288878842676311
"negative","all i know...is that i am getting fucked up tonight!  whos with me?!",0.5282909930715937
"neutral","telling myself that monday is pretty much thursday so i can make it through the school week but then i realize not even close bc i dont get to eat a shit ton of yummy food on monday..",0.9999999999890382
"neutral","its been such a dry semester. at this point ill pretty much fuck anything with a pussy and a pulse",0.8967007069913591
"neutral","am i the only girl whos never been able to get off with a guy before?",0.9989910386876993
"positive","i dont know whether to try and catch my second wind now and keep doing work or jerk off real quick and try to get some zzzs before tomorrows class.",0.6409716418405801
"negative","okay apo you had your fun time to go away now. come back to sell cookies in the morning",0.5989199803632793
"neutral","i know who you all are",0.9168674698795181
"neutral","curious: if you heard someone say i hooked up with him/her what do you assume? make out or the full shebang?",0.6015384433878788
"neutral","we have the power to make choices about what we put in our bodies...which is precisely why im eating mcdonalds for dinner tonight",0.9936347315162396
"negative","first homework assignment and classes havent even started yet welcome to geneseo",0.4925465838509317
"neutral","how am i supposed to leave my room when all i hear is wind howling through my window??",0.9995742946754087
"neutral","adam ford looked at me yesterday. hilight of my life. #adamford2016",0.5093708165997323
"neutral","when youre ready to fall asleep and then you jolt awake because you forgot to set your alarm",0.9919731064763996
"neutral","i wish i was bisexual. i feel like itd be better to explore sexuality in both directions. but alas i am not into dudes ive tested the waters too.",0.5834861934893423
"neutral","while you were leaving the vital tonight i pretty much asked you if you were gay. are you? that one kid and you were pretty close.",0.8667425968109339
"neutral","kinda just want someone i can release all my feelings and emotions to",0.9891374988394763
"neutral","fuck tinder plus if im paying 10 dollars to get laid i better be getting a penecillin shot afterwards",0.9923713894503489
"negative","sorry professor but i cant come to class tomorrow. i need to watch house of cards",0.712080414949983
"neutral","to the girl that just made the yak about guys looking hot in sweatpants i praise you.",0.9915309446254071
"neutral","its times like these i just wanna stop existing",0.9407991416108792
"neutral","would u consider sexting other people as cheating if you are in a relationship?",0.9248063193073067
"negative","the door at the main entrance of the isc is the reason i have trust issues",0.5593311758360303
"neutral","has anyone ever taken the pill and had their period delayed 4 days? i know up to a week is normal...but im worried. help a sistah out. experiences with the pill?",0.9952184396583432
"neutral","where can i get a new room key?",0.5571010248901903
"neutral","if i was made god i would totally not give people free will instead i would make friends who go with me to eat wherever i want and a girlfriend who has sex wherever i want thank you very much",0.999866865855495
"neutral","i am touched that so many greek organizations stepped out to defend me. i am especially pleasantly surprised at dkts support they dont notmally seem like the social justice types. thank you all",0.9954984417683044
"neutral","shout out to the old lady in gfr that wont buy her son a gaming computer for graduation because thats not something normal people need",0.7768333610206203
"neutral","biggest crush on a girl ive never spoken to",0.9912608942781357
"neutral","in denial that i have an 8:30 tomorrow.💃",0.9935939528136214
"neutral","whenever someone writes sdt i think in my head std",0.5114247311827956
"neutral","what if this is a video game and god accidentally put it on hard mode and thats why everything sucks",0.9227970897332256
"neutral","library basement. psa: we have a chomper in the basement. stay away from the corner of you actually want to get work done or cant stand to listen to it.",0.9217862292283922
"negative","does anyone want tickets back and forth to long island on wednesday?",0.4925465838509317
"negative","im sick of you messing with my head and my heart. i dont want to care about you or anyone. i just want to be cold hearted. itd be so much easier. im so tired of feeling hurt.",0.9994409496317785
"negative","twas the night before friday and all through the town bacs were going up and gpas  were going down.",0.9999967206005188
"neutral","i cannot wait for the day when you can send smells to people.",0.6174010351098056
"negative","im not sure how i didnt like coffee before. its the only thing that keeps me going now",0.9908388264947128
"neutral","i have to pee but my girlfriend is skyping with me",0.9999240646636733
"neutral","i wish i could preheat my sheets so they arent freeing when i get into bed",0.6672309111401795
"neutral","wtf geneseo what happened to your yak game",0.9832041343669251
"neutral","if youre into pseudo-intellectuals suny geneseo is the place for you!",0.9873499837820305
"neutral","the single college student triumvirate; kik yik yak and tinder",0.9153969526864475
